STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
Eddie'S Food Mart,50432.0,17311.0,4500.0,B,1858 W 63Rd St,60636,West Englewood,67,15,17031670600,170316706002016.0,1164782.2873847398,1862921.1125592643,41.7794611564,-87.6714366715,"(41.7794611564, -87.6714366715)"
Riverside Deli,6403.0,3619.0,5500.0,B,1656 W Cortland St,60622,Logan Square,22,32,17031832300,170318323001048.0,1164752.5760843323,1912745.993722222,41.916186115,-87.6701349439,"(41.916186115, -87.6701349439)"
Foodsmart,1474028.0,272175.0,13800.0,A,2901 W Armitage Ave,60647,Logan Square,22,35,17031222500,170312225001004.0,1156800.356169665,1913113.1123978496,41.9173585451,-87.6993410687,"(41.9173585451, -87.6993410687)"
Supermarket & Taqueria Caro,2014104.0,310507.0,4524.0,B,4937 W 47Th St,60638,Garfield Ridge,56,23,17031560300,170315603001003.0,1144086.2047966304,1872974.314261076,41.8074608778,-87.747060571,"(41.8074608778, -87.747060571)"
H & Z Grocery Store,3166.0,2823.0,10001.0,A,3638 W Wrightwood Ave,60647,Logan Square,22,35,17031220702,170312207024010.0,1151510.737706785,1917078.382708844,41.9283452514,-87.7186708995,"(41.9283452514, -87.7186708995)"
Seven Eleven,34710.0,14901.0,3000.0,B,1425 W Montrose Ave,60613,Lake View,6,47,17031060100,170310601001000.0,1165738.538,1929275.819,41.9615238247,-87.6660398556,"(41.9615238247, -87.6660398556)"
Aldi Foods #91,13994.0,5273.0,15565.0,A,3835 W Madison St,60624,West Garfield Park,26,28,17031260800,170312608001000.0,1150675.9209930329,1899694.8096007255,41.8806594115,-87.7221936689,"(41.8806594115, -87.7221936689)"
Aldi'S,1817904.0,5273.0,11179.0,A,6520 W Fullerton Ave,60707,Belmont Cragin,19,36,17031831500,170318315001045.0,1132452.1031463856,1915278.7515644068,41.9237604017,-87.7887477626,"(41.9237604017, -87.7887477626)"
Loreto Grocery,76774.0,22681.0,4499.0,B,4600 S Fairfield Ave,60632,Brighton Park,58,12,17031842800,170318428002005.0,1158768.527537624,1874004.9008791847,41.8100014783,-87.6931813523,"(41.8100014783, -87.6931813523)"
Lux 2 Food & Liquor,1869021.0,322813.0,2500.0,B,7550 S May St,60620,Auburn Gresham,71,17,17031710200,170317102004006.0,1169927.2894665268,1854470.976640345,41.7561626996,-87.6528196032,"(41.7561626996, -87.6528196032)"
Around The Clock,15860.0,6777.0,3000.0,B,1605 W Howard St,60626,Rogers Park,1,49,17031010202,170310102021000.0,1164071.30189687,1950305.4360801177,42.0192651821,-87.6715720734,"(42.0192651821, -87.6715720734)"
County Fair Foods,37096.0,15344.0,10001.0,A,10800 S Western Ave,60643,Morgan Park,75,19,17031750300,170317503001022.0,1162271.3113898507,1832938.987290918,41.6972382088,-87.6814748042,"(41.6972382088, -87.6814748042)"
Lawndale Food Market,39529.0,15829.0,6000.0,B,3705 W 16Th St,60623,North Lawndale,29,24,17031292200,170312922003000.0,1151911.1391990148,1891750.0843996855,41.8588339683,-87.7178671863,"(41.8588339683, -87.7178671863)"
"Hyde Park Produce, Ltd",1884100.0,325993.0,10000.0,A,1226 E 53Rd St,60615,Hyde Park,41,4,17031410700,170314107001003.0,1185427.7053456623,1870419.6697596249,41.7995768022,-87.5955129219,"(41.7995768022, -87.5955129219)"
Khalil Food & Liquor,46846.0,16717.0,3000.0,B,146 W 103Rd St,60628,Roseland,49,9,17031490700,170314907002019.0,1176913.316073054,1836691.1717179476,41.707218139,-87.6277515583,"(41.707218139, -87.6277515583)"
Aldi Foods Store #90B,13992.0,5273.0,15565.0,A,2828 N Central Ave,60634,Belmont Cragin,19,31,17031190402,170311904022031.0,1138506.860747311,1918378.100848121,41.9321576791,-87.7664245988,"(41.9321576791, -87.7664245988)"
Sunrise Food And Liquors,21927.0,9067.0,7000.0,B,3737 W Chicago Ave,60651,Humboldt Park,23,27,17031231500,170312315006001.0,1151180.725291618,1905039.076199378,41.895314759,-87.7201998415,"(41.895314759, -87.7201998415)"
Boulevard Food & Liquor Llc,1931999.0,336958.0,3350.0,B,5922 W Irving Park Rd,60634,Portage Park,15,38,17031150402,170311504022018.0,1136053.0143236292,1926023.849650822,41.9531825896,-87.7752593753,"(41.9531825896, -87.7752593753)"
Save-A-Lot  # 858,1272454.0,216203.0,12000.0,A,2858 E 83Rd St,60617,South Chicago,46,7,17031460302,170314603024017.0,1196917.3210595995,1850533.97189374,41.7447308395,-87.5540391375,"(41.7447308395, -87.5540391375)"
Ada Foods,50473.0,56673.0,4500.0,B,1281 W 71St St,60636,West Englewood,67,17,17031671800,170316718001000.0,1168677.679288068,1857642.9993982152,41.7648941814,-87.6573078048,"(41.7648941814, -87.6573078048)"
The Neighborhood Store,47617.0,16859.0,4200.0,B,8313 S Racine Ave,60620,Auburn Gresham,71,21,17031711000,170317110001007.0,1169811.740030297,1849596.043574734,41.7427877337,-87.6533842508,"(41.7427877337, -87.6533842508)"
"S & K Food & Liquor, Inc.",1544.0,291.0,10001.0,A,7500 S Exchange Ave,60649,South Shore,43,7,17031431302,170314313022001.0,1195140.8124018705,1855715.2977083635,41.7589927618,-87.5603778108,"(41.7589927618, -87.5603778108)"
Am-Pm Food Mart & Cellular,1093813.0,207399.0,3500.0,B,1924 E 87Th St,60617,Avalon Park,45,8,17031450300,170314503003028.0,1190653.5047070954,1847714.111330964,41.7371462539,-87.5770809934,"(41.7371462539, -87.5770809934)"
"Morelia Supermarket, Inc.",1892862.0,243702.0,8000.0,B,7300 N Western Ave,60645,West Ridge,2,50,17031020200,170310202002007.0,1158974.931888644,1948414.8605655308,42.0141839829,-87.6903783498,"(42.0141839829, -87.6903783498)"
Dominicks #2890,2042094.0,5033.0,55129.0,A,5201 N Sheridan Rd,60640,Edgewater,77,48,17031030706,170310307061008.0,1168741.5516419634,1934750.447129666,41.9764816676,-87.6548397772,"(41.9764816676, -87.6548397772)"
Walmart,2164075.0,303471.0,,A,1424 W 47Th St,60609,New City,61,3,17031842600,170318000000000.0,1167548.598,1167550.933,41.80876829,-87.66098821,"(41.80876829, -87.66098821)"
Aldi'S #93,1743165.0,5273.0,16890.0,A,7545 S Western Ave,60620,Ashburn,70,18,17031700100,170317001002053.0,1161731.5742264998,1854361.0761804904,41.756035091,-87.6828583216,"(41.756035091, -87.6828583216)"
Treasure Island Foods,1311.0,85291.0,10001.0,A,3460 N Broadway,60657,Lake View,6,44,17031062000,170310620002000.0,1171266.717875984,1923235.211072692,41.9448282656,-87.6458934884,"(41.9448282656, -87.6458934884)"
Olive Mount Mart,1337266.0,205718.0,3000.0,B,3536 W 63Rd St,60629,Chicago Lawn,66,15,17031660400,170316604003014.0,1153755.8092024382,1862648.9617015244,41.7789401249,-87.7118685723,"(41.7789401249, -87.7118685723)"
Jewel Food Store #3407,1394.0,259.0,19238.0,A,5516 N Clark St,60640,Edgewater,77,40,17031030900,170310309001000.0,1164969.7637174986,1936801.106659389,41.9821898846,-87.668651628,"(41.9821898846, -87.668651628)"
Furteria El Serranito,2031979.0,352794.0,2500.0,B,1755 W 38Th St,60609,Mckinley Park,59,11,17031590700,170315907001015.0,1165040.1969612509,1879467.377051791,41.8248606245,-87.6700230192,"(41.8248606245, -87.6700230192)"
Peoria Packing Ltd,33970.0,14795.0,8000.0,B,1300 W Lake St,60607,Near West Side,28,27,17031833000,170318330002051.0,1167882.5854297176,1901616.9942708253,41.88558042,-87.6589569108,"(41.88558042, -87.6589569108)"
Carniceria Jimenez Inc,1693.0,85292.0,16000.0,A,4204 W North Ave,60639,Humboldt Park,23,30,17031230500,170312306004000.0,1148051.2248360445,1910341.2429574225,41.9099252471,-87.7315572163,"(41.9099252471, -87.7315572163)"
Extra Value Food & Liquor,1823321.0,319024.0,5000.0,B,6257 S Ashland Ave,60636,West Englewood,67,16,17031670800,170316708002029.0,1166789.0790554823,1862992.5862200635,41.7796146658,-87.6640774893,"(41.7796146658, -87.6640774893)"
Goldmore Food,34046.0,14804.0,2500.0,B,1949 W 51St St,60609,New City,61,16,17031611700,170316117003002.0,1164000.6811145658,1870810.754657064,41.8011278091,-87.6740803441,"(41.8011278091, -87.6740803441)"
Solid Gold,1490386.0,203033.0,3300.0,B,3821 W Roosevelt Rd,60624,North Lawndale,29,24,17031838700,170318387001005.0,1151058.508087893,1894398.9495206943,41.866119494,-87.720927574,"(41.866119494, -87.720927574)"
Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030 S Ashland Ave,60636,West Englewood,67,17,17031671500,170316715003031.0,1166858.4518661886,1857955.501469681,41.7657907704,-87.6639668865,"(41.7657907704, -87.6639668865)"
Clarendon Food Mart Inc,29515.0,11687.0,10000.0,A,4183 N Clarendon Ave,60613,Uptown,3,46,17031031400,170310314003003.0,1170205.441116325,1928028.6054156309,41.9580048015,-87.6496537356,"(41.9580048015, -87.6496537356)"
Jewel Food Store #3043,1144384.0,259.0,37641.0,A,443 E 34Th St,60616,Douglas,35,4,17031351000,170313510002003.0,1180118.1943590562,1882571.1097821312,41.8330447382,-87.6146113644,"(41.8330447382, -87.6146113644)"
La Plama,22662.0,63389.0,15000.0,A,4173 S Archer Ave,60632,Brighton Park,58,14,17031580501,170315805012012.0,1157347.0558745717,1876755.8258401973,41.8175793077,-87.6983205863,"(41.8175793077, -87.6983205863)"
Super Mas Market,1997806.0,347422.0,32000.0,A,1422 W 47Th St,60609,New City,61,3,17031842600,170318426002060.0,1167499.0144743386,1873621.1325798563,41.8087654583,-87.6611701084,"(41.8087654583, -87.6611701084)"
Carniceria El Porvenir,1768971.0,311076.0,2500.0,B,150 E Kensington Ave,60628,West Pullman,53,9,17031530100,170315301001016.0,1179443.180500097,1828274.07861954,41.684063198,-87.6187429679,"(41.684063198, -87.6187429679)"
Rj Liquors,1597198.0,292263.0,3550.0,B,5640 W Fullerton Ave,60639,Belmont Cragin,19,30,17031190602,170311906022035.0,1138190.0289126371,1915426.6851838848,41.9240644164,-87.7676604864,"(41.9240644164, -87.7676604864)"
Jewel Food Store #3282,1337.0,259.0,24922.0,A,4729 N Central Ave,60630,Portage Park,15,45,17031150300,170311503007003.0,1138185.4404146564,1930999.2249157797,41.966797112,-87.7672994806,"(41.966797112, -87.7672994806)"
Prestige Liquors,1883995.0,325934.0,2900.0,B,7104 S Western Ave,60636,Chicago Lawn,66,18,17031661000,170316610004000.0,1161564.7766862034,1857442.925832278,41.7644955967,-87.6833842675,"(41.7644955967, -87.6833842675)"
"Three Roosters, Inc.",1980803.0,345267.0,4830.0,B,12247 S Halsted St,60628,West Pullman,53,34,17031530501,170315305012020.0,1173256.2444677488,1823452.926244852,41.6709717654,-87.6415330496,"(41.6709717654, -87.6415330496)"
Buy -N- Save,62460.0,19735.0,8000.0,B,209 E 103Rd St,60628,Roseland,49,9,17031490902,170314909022003.0,1179510.2977121803,1836682.4142619637,41.7071353216,-87.6182417299,"(41.7071353216, -87.6182417299)"
A & B Food Market Inc,43181.0,6483.0,10001.0,A,5057 W Division St,60651,Austin,25,37,17031251100,170312511004000.0,1142184.0432471954,1907473.3799980525,41.9021664421,-87.7531823487,"(41.9021664421, -87.7531823487)"
Jewel Food Store #3514,1385.0,259.0,20285.0,A,3531 N Broadway,60657,Lake View,6,46,17031061800,170310618001000.0,1171090.408109389,1923800.9861456568,41.9463846516,-87.6465248633,"(41.9463846516, -87.6465248633)"
Mr G'S Food & Liquor,1429.0,263.0,3000.0,B,332 E 58Th St,60637,Washington Park,40,20,17031400400,170314004002002.0,1179370.5406004891,1866670.718611536,41.7894298575,-87.6178403398,"(41.7894298575, -87.6178403398)"
Aldi Inc Store #90,14008.0,5273.0,16340.0,A,9017 S Halsted St,60620,Auburn Gresham,71,21,17031711500,170317115002037.0,1172597.8112495996,1845066.5303352005,41.7302972736,-87.6433090924,"(41.7302972736, -87.6433090924)"
Supermercado La Villa,1800261.0,313811.0,9000.0,B,5020 W Fullerton Ave,60639,Belmont Cragin,19,31,17031190800,170311908003018.0,1142420.0085831813,1915530.8797561617,41.9242727136,-87.7521150377,"(41.9242727136, -87.7521150377)"
Cermak Produce,1574003.0,286531.0,14000.0,A,4401 W Armitage Ave,60639,Hermosa,20,31,17031831200,170318312002004.0,1146718.753349206,1912886.2094597316,41.9169344398,-87.7363871475,"(41.9169344398, -87.7363871475)"
Melissa'S Food & Liquors Inc,29494.0,11681.0,3500.0,B,3867 W Grand Ave,60651,Humboldt Park,23,27,17031230700,170312307003012.0,1150134.108920061,1908582.763879062,41.9050594546,-87.7239513845,"(41.9050594546, -87.7239513845)"
La Merced Inc,6834.0,3685.0,10001.0,A,4335 W 26Th St,60623,South Lawndale,30,22,17031301801,170313018012007.0,1147980.980711077,1886328.481112944,41.8440327965,-87.7324328647,"(41.8440327965, -87.7324328647)"
J & A Oriental Food Mart,30859.0,8995.0,10001.0,A,5755 W Fullerton Ave,60639,Belmont Cragin,19,37,17031191302,170311913022003.0,1137381.6671338268,1915324.773720406,41.9237993545,-87.7706332364,"(41.9237993545, -87.7706332364)"
West Haven Market & Grill,17558.0,7111.0,3200.0,B,2132 W Washington Blvd,60612,Near West Side,28,2,17031837800,170318378002019.0,1162032.1165760455,1900702.2627747909,41.8831944724,-87.6804664902,"(41.8831944724, -87.6804664902)"
Sahar International Supermarket,2079006.0,263556.0,7900.0,B,4851 N Kedzie Ave,60625,Albany Park,14,33,17031140100,170311401002004.0,1154202.458179647,1932262.279430844,41.9699575396,-87.7083728782,"(41.9699575396, -87.7083728782)"
Walgreens #2073,18619.0,7551.0,,A,5401 S Wentworth Ave,60609,Fuller Park,37,3,17031835600,170318000000000.0,1175923.785,1869122.159,41.79623488,-87.63040492,"(41.79623488, -87.63040492)"
"Park Packing Of Chicago, Inc.",2008956.0,340517.0,3500.0,B,1544 W 41St St,60609,New City,61,11,17031842600,170318426002022.0,1166633.854413612,1877402.1258977633,41.8191594443,-87.6642353554,"(41.8191594443, -87.6642353554)"
"R & S Discount Food, Wine, & Liquor",8647.0,4130.0,2800.0,B,2425 W Diversey Ave,60647,Logan Square,22,1,17031830900,170318309003001.0,1159580.4238182404,1918486.5731815095,41.932046851,-87.6889786863,"(41.932046851, -87.6889786863)"
Cermak Produce #5 Ltd,1649774.0,298958.0,10000.0,A,3435 S Archer Ave,60608,Mckinley Park,59,11,17031840300,170318403002016.0,1163434.4911698306,1881819.83702089,41.8313499001,-87.6758478479,"(41.8313499001, -87.6758478479)"
National Fruit Stop,23627.0,9531.0,3000.0,B,3523 W Lawrence Ave,60625,Albany Park,14,33,17031140701,170311407012002.0,1151894.1866127106,1931625.3434103092,41.9682556374,-87.7168773813,"(41.9682556374, -87.7168773813)"
Dominick'S #160/1698,41689.0,5033.0,72000.0,A,1763 W Howard St,60626,Rogers Park,1,49,17031010202,170310102021001.0,1163123.8579016312,1950306.6460658691,42.0192885501,-87.6750585094,"(42.0192885501, -87.6750585094)"
Jamaica Food & Liquor Inc,22679.0,9341.0,2500.0,B,4252 S Cottage Grove Ave,60653,Grand Boulevard,38,4,17031380100,170313801001032.0,1182280.5445406442,1876753.092635012,41.8170297652,-87.6068579199,"(41.8170297652, -87.6068579199)"
"Carniceria La Mejor Produce, Inc.",1800292.0,313836.0,4500.0,B,2915 N Milwaukee Ave,60618,Avondale,21,35,17031210602,170312106023005.0,1152283.91665166,1919259.219010504,41.9343143994,-87.7157719991,"(41.9343143994, -87.7157719991)"
Whole Foods Market,76395.0,86298.0,30591.0,A,30 W Huron St,60610,Near North Side,8,42,17031081600,170310816002002.0,1175903.1287106676,1905102.7096487123,41.8949686732,-87.6293991787,"(41.8949686732, -87.6293991787)"
Bari,1245246.0,246600.0,2500.0,B,1120 W Grand Ave,60622,West Town,24,27,17031243500,170312435001021.0,1168791.2989530065,1903675.7416113815,41.8912101212,-87.6555602414,"(41.8912101212, -87.6555602414)"
Jewel Food Store #3454,1325.0,259.0,25490.0,A,4250 N Lincoln Ave,60618,North Center,5,47,17031050200,170310502002007.0,1161297.751233976,1928358.5151667956,41.959100433,-87.6823922417,"(41.959100433, -87.6823922417)"
Jolanta'S International Deli,26376.0,10856.0,10001.0,A,5914 W Higgins Ave,60630,Jefferson Park,11,45,17031110400,170311104003013.0,1135703.9578490956,1933167.4320264272,41.9727914969,-87.7763718583,"(41.9727914969, -87.7763718583)"
El Milagro,43513.0,2718.0,5500.0,B,3048 W 26Th St,60623,South Lawndale,30,12,17031300900,170313009001012.0,1156243.443139308,1886626.270993506,41.8446873274,-87.702102936,"(41.8446873274, -87.702102936)"
Harvestime Foods,43697.0,16317.0,8750.0,B,2632 W Lawrence Ave,60625,Lincoln Square,4,40,17031040201,170310402013015.0,1157798.3462350464,1931819.6590417095,41.9686702259,-87.6951627475,"(41.9686702259, -87.6951627475)"
Chicago Grocers,1332221.0,258200.0,2500.0,B,2122 W Devon Ave,60659,West Ridge,2,50,17031020500,170310205001013.0,1160870.3907480354,1942511.562416782,41.9979458853,-87.683568705,"(41.9979458853, -87.683568705)"
Noor Meat,61680.0,19506.0,3000.0,B,2505 W Devon Ave,60659,West Ridge,2,50,17031020802,170310208024002.0,1158430.460832184,1942357.579725035,41.9975738059,-87.6925485988,"(41.9975738059, -87.6925485988)"
Trattoria Isabella,1842843.0,320408.0,3365.0,B,217 N Jefferson St,60661,Near West Side,28,42,17031280100,170312801001026.0,1172322.5414348007,1901912.231989673,41.8862936679,-87.6426439206,"(41.8862936679, -87.6426439206)"
Dollar Deals & Up,1276566.0,252997.0,2500.0,B,2057 N Pulaski Rd,60639,Hermosa,20,30,17031200402,170312004021000.0,1149414.1088377142,1913618.2300782795,41.9188912639,-87.726465315,"(41.9188912639, -87.726465315)"
Save-A-Lot #886,2079232.0,216203.0,13000.0,A,148 W 79Th St,60620,Greater Grand Crossing,69,17,17031691200,170316912002015.0,1176452.4417566173,1852636.2224414565,41.7509837901,-87.6289614545,"(41.7509837901, -87.6289614545)"
L'Appetito,42672.0,16220.0,2900.0,B,875 N Michigan Ave,60611,Near North Side,8,42,17031081300,170310813003001.0,1177367.9363856325,1906565.1382551887,41.8989485417,-87.6239749877,"(41.8989485417, -87.6239749877)"
"Tony'S Finer Foods Enterprises, Inc.",1717867.0,305203.0,21000.0,A,3607 W Fullerton Ave,60647,Logan Square,22,35,17031220902,170312209022000.0,1151897.10854296,1915676.258279831,41.924490094,-87.717288131,"(41.924490094, -87.717288131)"
Jewel Food Store #3139,1356.0,259.0,22295.0,A,3940 E 106Th St,60617,East Side,52,10,17031520400,170315204001013.0,1204247.1335668955,1835323.1839602452,41.7028060951,-87.5277040116,"(41.7028060951, -87.5277040116)"
Save-A-Lot  #859,1272455.0,216203.0,12000.0,A,420 S Pulaski Rd,60624,West Garfield Park,26,24,17031260700,170312607002016.0,1149764.943346514,1897457.3459149937,41.8745373122,-87.7255969017,"(41.8745373122, -87.7255969017)"
Miceli'S Deli & Food Mart,44924.0,16493.0,4000.0,B,2448 S Oakley Ave,60608,Lower West Side,31,25,17031841300,170318413003008.0,1161387.699220223,1887514.8822139432,41.847020464,-87.6831995522,"(41.847020464, -87.6831995522)"
Dominick'S # 130/1130,41657.0,5033.0,10001.0,A,2101 E 71St St,60649,South Shore,43,5,17031430600,170314306001008.0,1191459.6594881737,1858232.4496476045,41.7659900011,-87.5737873367,"(41.7659900011, -87.5737873367)"
Ma'S & Pa'S Grocery Snack Shop,7302.0,3806.0,4500.0,B,804 S California Ave,60612,East Garfield Park,27,2,17031271800,170312718001017.0,1157790.043250908,1896181.8948431031,41.8708776439,-87.6961668842,"(41.8708776439, -87.6961668842)"
Jewel Food Store #3181,1368.0,259.0,30745.0,A,87 W 87Th St,60620,Chatham,44,21,17031842400,170318424002071.0,1177054.4742752898,1847233.7240653532,41.7361451282,-87.626917844,"(41.7361451282, -87.626917844)"
4700 Pete'S Fresh Market,1243125.0,245519.0,45000.0,A,4700 S Kedzie Ave,60632,Brighton Park,58,14,17031842800,170318428004023.0,1155791.9493024794,1873270.7784828772,41.8080472717,-87.7041188223,"(41.8080472717, -87.7041188223)"
La Guerrerense,67114.0,43885.0,3000.0,B,4149 W Armitage Ave,60639,Hermosa,20,30,17031831200,170318312003003.0,1148187.7143638656,1912920.3727141677,41.9170000028,-87.7309892645,"(41.9170000028, -87.7309892645)"
Louis' Groceries,2153429.0,372246.0,,A,7604 S Cottage Grove Ave,60619,Greater Grand Crossing,69,6,17031691400,170317000000000.0,1182841.944,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)"
"Szymanski Bros, Inc",18082.0,86677.0,3000.0,B,6016 W Irving Rd,60634,Portage Park,15,38,17031150502,170311505022015.0,1135438.8553791242,1926007.88654451,41.9531497374,-87.7775174877,"(41.9531497374, -87.7775174877)"
Supermercado Guadalajara #2,3991.0,23651.0,6000.0,B,2300 S Kedzie Ave,60623,South Lawndale,30,24,17031300800,170313008001012.0,1155346.7012859406,1888503.802863018,41.8498575327,-87.7053434771,"(41.8498575327, -87.7053434771)"
Jewel Food Store #3455,1380.0,259.0,23660.0,A,4355 N Sheridan Rd,60613,Uptown,3,46,17031032100,170310321001001.0,1168852.2068218014,1929254.3407868976,41.9613977799,-87.6545929748,"(41.9613977799, -87.6545929748)"
Carniceria Del Rio,1801493.0,314238.0,3000.0,B,2714 W Cermak Rd,60608,South Lawndale,30,28,17031840700,170318407003012.0,1158513.930093316,1889320.58980214,41.8520347381,-87.6936969081,"(41.8520347381, -87.6936969081)"
Fiesta Supermarcado,1196305.0,221943.0,14500.0,A,3307 W 63Rd St,60629,Chicago Lawn,66,15,17031660500,170316605001002.0,1155383.105070945,1862616.485060701,41.7788185771,-87.7059035755,"(41.7788185771, -87.7059035755)"
Aldi Inc #83,13990.0,5273.0,16300.0,A,8333 S Cicero Ave,60652,Ashburn,70,18,17031700302,170317003023005.0,1145926.587677359,1848735.591267151,41.7409110654,-87.7409228594,"(41.7409110654, -87.7409228594)"
Wally'S International Market,32288.0,14504.0,10001.0,A,3256 N Milwaukee Ave,60618,Avondale,21,31,17031831100,170318311003024.0,1149524.31975339,1921376.2510854304,41.9401778125,-87.7258584348,"(41.9401778125, -87.7258584348)"
Ziad Certified Foods,9046.0,4213.0,2500.0,B,513 E 47Th St,60653,Grand Boulevard,38,3,17031381200,170313812002015.0,1180538.3289075927,1873929.875312412,41.8093228701,-87.6133355212,"(41.8093228701, -87.6133355212)"
Supermercado El Cubano Inc,57265.0,6678.0,2750.0,B,4939 S Ashland Ave,60609,New City,61,20,17031611200,170316112002009.0,1166552.0704259109,1871797.809610817,41.803782323,-87.6646953279,"(41.803782323, -87.6646953279)"
Fairplay Finer Foods Inc,10949.0,86481.0,10001.0,A,4640 S Halsted St,60609,New City,61,11,17031842600,170318426002035.0,1171712.004883154,1873969.431608145,41.809629768,-87.6457075651,"(41.809629768, -87.6457075651)"
Rite Price Food,1198136.0,222688.0,3600.0,B,5606 W Division St,60651,Austin,25,29,17031250600,170312506002013.0,1138707.8484910156,1907480.8314437731,41.9022506897,-87.7659509238,"(41.9022506897, -87.7659509238)"
Kamdar Plaza Inc,4429.0,3241.0,5500.0,B,2646 W Devon Ave,60659,West Ridge,2,50,17031020602,170310206023014.0,1157317.6151593665,1942403.2483944776,41.9977219015,-87.6966411029,"(41.9977219015, -87.6966411029)"
J & J European Deli,21936.0,63361.0,3000.0,B,5960 W Lawrence Ave,60630,Portage Park,15,45,17031150401,170311504013000.0,1135539.5474557276,1931334.5392015583,41.9677648001,-87.7770202043,"(41.9677648001, -87.7770202043)"
World Fresh Market,1492163.0,21515.0,5500.0,B,2434 W Devon Ave,60659,West Ridge,2,50,17031020602,170310206022013.0,1158782.2726905388,1942449.1789793384,41.997817926,-87.6912518856,"(41.997817926, -87.6912518856)"
City Grocery,1979483.0,344633.0,5000.0,B,405 N Wabash Ave,60611,Near North Side,8,42,17031081500,170310815003007.0,1176706.4590198582,1903103.7595416445,41.8894653288,-87.6265092736,"(41.8894653288, -87.6265092736)"
P & I Food & Liquor Inc.,16647.0,6907.0,3000.0,B,4154 W Division St,60651,Humboldt Park,23,37,17031230600,170312306002011.0,1148216.4487989843,1907711.8754945004,41.9027068139,-87.7310180698,"(41.9027068139, -87.7310180698)"
Danny'S Fresh Market,1888080.0,326926.0,14405.0,A,2140 N Western Ave,60647,Logan Square,22,1,17031221500,170312215001018.0,1159966.2941524496,1914498.8393695615,41.921096268,-87.6876710129,"(41.921096268, -87.6876710129)"
Pete'S Market,36823.0,15303.0,10001.0,A,5724 S Kedzie Ave,60629,Gage Park,63,14,17031630900,170316309001016.0,1155989.471001947,1866372.1648613024,41.789112548,-87.7035797266,"(41.789112548, -87.7035797266)"
"Tony'S Finer Foods Enterprises, Inc.",1717568.0,305203.0,35000.0,A,2500 N Central Ave,60639,Belmont Cragin,19,30,17031190602,170311906022019.0,1138581.761431483,1916095.5957976913,41.9258928802,-87.7662048258,"(41.9258928802, -87.7662048258)"
Happy Foods,1618656.0,294177.0,11500.0,A,6415 N Central Ave,60646,Forest Glen,12,45,17031120200,170311202002015.0,1139158.1573933284,1942325.6373831013,41.9978600139,-87.7634457986,"(41.9978600139, -87.7634457986)"
Dominick'S Finer Foods - Store # 2775,1820382.0,5033.0,54963.0,A,2021 W Chicago Ave,60622,West Town,24,1,17031243000,170312430001000.0,1162687.5443539885,1905295.5903337188,41.8957852296,-87.6779308926,"(41.8957852296, -87.6779308926)"
Aldi'S #47,1619769.0,5273.0,16370.0,A,1508 W 47Th St,60609,New City,61,3,17031842600,170318426002057.0,1167024.2971637463,1873608.6531364345,41.8087413884,-87.6629116285,"(41.8087413884, -87.6629116285)"
Awami Bazaar & Zabiha Meat,68226.0,20954.0,2500.0,B,2340 W Devon Ave,60659,West Ridge,2,50,17031020500,170310205002005.0,1159376.8219060244,1942466.6780109804,41.9978536894,-87.6890642657,"(41.9978536894, -87.6890642657)"
Makola African Supermarket #2,2008279.0,279945.0,3500.0,B,4501 N Sheridan Rd,60640,Uptown,3,46,17031031502,170310315022003.0,1168837.7591313403,1930075.0973980776,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)"
Aldi #30,1547427.0,5273.0,15154.0,A,3030 S Kedzie Ave,60623,South Lawndale,30,12,17031840800,170318408002012.0,1155473.098211975,1884225.253422961,41.8381141517,-87.7049944648,"(41.8381141517, -87.7049944648)"
Laxi Liquor,47780.0,11112.0,3200.0,B,6922 W Grand Ave,60707,Montclare,18,36,17031831600,170318316002012.0,1129750.3958213264,1915232.7057123547,41.9236807003,-87.7986761286,"(41.9236807003, -87.7986761286)"
"Eddie'S Sunshine Food & Liquor,  Inc.",24217.0,63476.0,3000.0,B,10806 S Michigan Ave,60628,Roseland,49,9,17031490901,170314909012011.0,1178782.207447601,1833280.9974206788,41.6978179235,-87.6210110036,"(41.6978179235, -87.6210110036)"
"Super Dollar And Up 4, Inc.",1597521.0,291475.0,4000.0,B,1604 W 59Th St,60636,West Englewood,67,15,670300,170316703001011.0,1166621.8027281603,1865628.9070289768,41.7868526305,-87.6646155793,"(41.7868526305, -87.6646155793)"
Central Park Foods Inc,13813.0,6373.0,8000.0,B,3604 W Grand Ave,60651,Humboldt Park,23,26,17031231200,170312312001000.0,1152082.8628620578,1907654.3816119872,41.9024736738,-87.7168174653,"(41.9024736738, -87.7168174653)"
New La Estrella Foods Inc.,2003267.0,348383.0,5800.0,B,3003 W 63Rd St,60629,Chicago Lawn,66,15,17031660600,170316606005000.0,1157424.7681192728,1862672.6416905024,41.7789315569,-87.6984170935,"(41.7789315569, -87.6984170935)"
